Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.02    0.00   42471/42471       camlDm_step__item_matches_element_test_562 [492]
                0.00    0.01  173643/173643      camlCode_util_matching__item_matches_named_type_749 [797]
                0.00    0.00   42471/4097301     camlDm_step__item_matches_kind_test_594 [438]
-----------------------------------------------
                                8772             camlSet__split_171 <cycle 1> [855]
                               26954             camlMap__mem_136 <cycle 1> [630]
                               49878             camlSet__mem_185 <cycle 1> [875]
                               97262             camlMap__find_129 <cycle 1> [627]
                               99229             camlMap__add_120 <cycle 1> [602]
                              223761             camlSet__add_124 <cycle 1> [290]
[469]    0.0    0.01    0.02  505856         camlFsautil__code_begin <cycle 1> [469]
                0.00    0.02  505856/2204641     camlRegexp__compare_508 [291]
                              505856             caml_apply2 <cycle 1> [23]
-----------------------------------------------
                0.01    0.02 2367322/2367322     camlFormat__advance_left_304 [120]
[470]    0.0    0.01    0.02 2367322         camlFormat__take_queue_221 [470]
                0.02    0.00 2701765/398913988     caml_modify [38]
-----------------------------------------------
                                   2             camlCs_code_selection_top__default_code_selection_prolog_461 <cycle 1> [1970]
[471]    0.0    0.00    0.03       2         camlCode_selection_context__exit_prolog_context_587 <cycle 1> [471]
                0.03    0.00       2/6           camlTuple_context_manager__instantiate_tuple_context_manager_243 [286]
                0.00    0.00       2/2           camlCode_selection_context__get_context_name_570 [2128]
                0.00    0.00       2/4582302     camlStack__pop_70 [297]
                                   2             camlVariable_context_manager__instantiate_variable_context_manager_238 <cycle 1> [1685]
-----------------------------------------------
                                                 <spontaneous>
[472]    0.0    0.00    0.03                 camlNetencoding__entry [472]
                0.03    0.00      23/691         caml_allocN [89]
                0.00    0.00       4/585425      camlList__iter_98 <cycle 1> [190]
                0.00    0.00       1/1371        caml_curry5 [426]
                0.00    0.00       6/50015       caml_apply6 [431]
                0.00    0.00       3/23825       camlHashtbl__create_78 [935]
                0.00    0.00       4/2725        caml_alloc_dummy [1433]
                0.00    0.00       4/2725        caml_update_dummy [1502]
                0.00    0.00       1/11575021     caml_apply3 <cycle 2> [130]
                0.00    0.00       1/66677054     caml_make_vect [36]
                0.00    0.00       1/273142      caml_curry4 [649]
                0.00    0.00       2/69067210     caml_curry3 [74]
                0.00    0.00       6/407980089     caml_c_call [52]
                0.00    0.00       1/28          caml_obj_dup [1937]
                0.00    0.00       1/9401403     caml_curry4_2 [266]
                0.00    0.00       1/107         caml_alloc3 [2666]
-----------------------------------------------
                0.00    0.00     884/88871       camlSerialization__fserialize_text_open_tag_top_401 <cycle 1> [495]
                0.01    0.00   41578/88871       camlError__error_with_file_location_424 <cycle 1> [50]
                0.01    0.00   46409/88871       camlFormat__cont_a_642 <cycle 1> [87]
[473]    0.0    0.02    0.01   88871         camlPrintf__fun_522 [473]
                0.00    0.00   88871/66677054     caml_make_vect [36]
                0.00    0.00  355484/398913988     caml_modify [38]
                0.00    0.00   88871/407980089     caml_c_call [52]
-----------------------------------------------
                0.00    0.03       1/1           caml_startup__code_begin [71]
[474]    0.0    0.00    0.03       1         camlLexing_util__entry [474]
                0.03    0.00      23/691         caml_allocN [89]
-----------------------------------------------
                               20785             camlCursor__cursor_peek_147 <cycle 1> [17]
                              212832             camlCursor__cursor_next_133 <cycle 1> [108]
[475]    0.0    0.02    0.01  233617         camlStreaming_conv__next_event_track_toplevel_262 <cycle 1> [475]
                0.00    0.00  146913/168592      camlStreaming_conv__unset_flag_212 [774]
                0.00    0.00       9/256574      caml_call_gc [6]
                0.00    0.00  146913/146913      camlStreaming_conv__consider_buffering_256 [2356]
                              233617             camlCursor__cursor_next_133 <cycle 1> [108]
-----------------------------------------------
                0.00    0.00       1/121837      camlFn_doc__apply_load_document_327 [2022]
                0.00    0.00       4/121837      camlCamomile__UCharInfo__load_property_tbl_151 [1253]
                0.00    0.00      10/121837      camlCamomile__CharEncoding__look_216 [1252]
                0.00    0.00      10/121837      camlCamomile__CharEncoding__of_name_213 [1733]
                0.00    0.00      22/121837      camlPxp_lexers__get_lexer_factory_259 [1658]
                0.00    0.00      65/121837      camlResolve_stream_context__resolve_attribute_name_175 [1546]
                0.00    0.00      72/121837      camlSubtyping_top__includes_1204 <cycle 1> [658]
                0.00    0.01   46335/121837      camlResolve_stream_context__resolve_element_name_169 [736]
                0.01    0.01   75318/121837      camlPool__add_name_122 [584]
[476]    0.0    0.01    0.02  121837         camlHashtbl__find_120 [476]
                0.00    0.01  121837/667655      caml_hash_univ_param [327]
                0.00    0.00  121647/3345160     caml_compare [248]
                0.00    0.00  121647/407980089     caml_c_call [52]
-----------------------------------------------
                0.00    0.00       1/188129      camlSerialization__fserialize_value_top_507 <cycle 1> [738]
                0.00    0.00       1/188129      camlFormat__pp_print_newline_423 [1865]
                0.00    0.00    2879/188129      camlFormat__got_offset_748 [1255]
                0.00    0.00    3652/188129      camlFormat__got_size_762 [1109]
                0.00    0.00    4916/188129      camlFormat__doprn_640 [97]
                0.00    0.00   41582/188129      camlFormat__string_out_609 [467]
                0.01    0.01  135098/188129      camlFormat__pp_print_flush_424 [274]
[477]    0.0    0.01    0.02  188129         camlFormat__scan_push_339 [477]
                0.01    0.00  188129/2502426     camlFormat__add_queue_213 [240]
                0.01    0.00    7795/15101       camlFormat__set_size_330 [655]
                0.00    0.00  188129/398913988     caml_modify [38]
                0.00    0.00       7/256574      caml_call_gc [6]
-----------------------------------------------
                                  18             camlSubtyping_top__includes_1204 <cycle 1> [658]
                                  21             camlSubtyping_top__intersects_2224 <cycle 1> [1551]
[478]    0.0    0.00    0.03      39         camlRegexp__build_glushkov_7109 <cycle 1> [478]
                0.02    0.00     696/837         camlList__nth_69 [451]
                0.00    0.00     735/22986957     camlList__combine_250 [64]
                0.00    0.00      39/78          camlRegexp__star_normalize_6018 [1488]
                0.00    0.00     813/3030564     caml_curry2 [347]
                0.00    0.00     696/41982457     caml_curry3_1 [90]
                0.00    0.00     813/13674       camlSet__elements_aux_324 [1384]
                0.00    0.00      93/1331052     camlSet__bal_104 [567]
                0.00    0.00      36/358168      camlSet__create_96 [921]
                0.00    0.00      39/96105079     camlList__length_aux_57 [132]
                0.00    0.00      20/225029      camlSet__singleton_191 [960]
                0.00    0.00      36/160296      camlSet__join_131 [1443]
                0.00    0.00      39/117         camlNfa__fresh_nfa_empty_634 [2651]
                0.00    0.00      39/86          camlSet__min_elt_143 [2688]
                0.00    0.00      39/108         camlRegexp__nullable_555 [2664]
                                 774             camlList__iter_98 <cycle 1> [190]
                                 735             camlList__map_86 <cycle 1> [20]
                                 716             camlSet__union_199 <cycle 1> [641]
                                 696             camlRegexp__follow_3796 <cycle 1> [1346]
                                 696             caml_apply2 <cycle 1> [23]
                                  93             camlSet__add_124 <cycle 1> [290]
                                  39             camlRegexp__pos_565 <cycle 1> [490]
                                  39             camlSet__iter_280 <cycle 1> [1444]
                                  39             camlNfa__set_start_state_1036 <cycle 1> [1745]
                                  39             camlRegexp__first_1590 <cycle 1> [1260]
                                  39             camlNfa__add_transitions_2336 <cycle 1> [1070]
                                  39             camlRegexp__last_2693 <cycle 1> [1261]
-----------------------------------------------
                0.00    0.00   23680/1503610     camlCursor__map_concat_fun_265 <cycle 1> [53]
                0.02    0.00 1479930/1503610     camlCursor__cursor_map_concat_260 <cycle 1> [76]
[479]    0.0    0.03    0.00 1503610         camlPhysical_value_util__item_cursor_of_xml_value_224 [479]
-----------------------------------------------
                0.00    0.00    1769/22563       camlArray__map_131 <cycle 1> [24]
                0.02    0.00   20794/22563       camlCs_util_coercion__fun_557 <cycle 1> [301]
[480]    0.0    0.03    0.00   22563         camlPhysical_value_util__sax_value_of_physical_value_188 [480]
-----------------------------------------------
                                                 <spontaneous>
[481]    0.0    0.03    0.00                 camlCursor__cursor_empty_189 [481]
-----------------------------------------------
                                                 <spontaneous>
[482]    0.0    0.03    0.00                 camlPhysical_util__get_atomic_in_cursor_343 [482]
-----------------------------------------------
                0.00    0.00   62172/10214320     camlDm__fun_1754 [913]
                0.00    0.00   62172/10214320     camlPhysical_export__next_datamodel_event_174 <cycle 1> [237]
                0.00    0.00 1373240/10214320     camlDm__fun_1762 [279]
                0.01    0.00 4055666/10214320     camlCursor_descendant__code_begin <cycle 1> [80]
                0.01    0.00 4661070/10214320     camlDm_step__eval_node_test_gen_605 [101]
[483]    0.0    0.03    0.00 10214320         camlDm__method_node_kind_1344 [483]
-----------------------------------------------
                               64104             camlStreaming_ops__prefix_xml_stream_next_event_417 <cycle 1> [1380]
[484]    0.0    0.00    0.02   64104         camlStreaming_ops__prefix_event_384 <cycle 1> [484]
                0.00    0.01   21679/75030       camlNamespace_symbols__symbol_name_380 [346]
                0.00    0.00   21679/469507      caml_tuplify3 [349]
                0.00    0.00   21679/11856032     camlList__rev_append_75 [102]
                0.00    0.00   21679/21679       camlPrefix_context__push_nsenv_in_prefix_context_61 [1048]
                0.00    0.00   21679/21679       camlNamespace_context__make_binding_191 [1068]
                0.00    0.00     884/884         camlStreaming_ops__prefix_attribute_352 [1071]
                0.00    0.00      20/256574      caml_call_gc [6]
                0.00    0.00   21679/7394199     caml_curry2_1 [182]
                0.00    0.00   21679/4582302     camlStack__pop_70 [297]
                0.00    0.00   21679/21679       camlStreaming_ops__prefix_attributes_372 [1315]
                0.00    0.00   43358/1564012     camlPervasives__$40_166 [643]
                0.00    0.00     884/49776871     caml_curry3_2 [111]
                0.00    0.00   21679/21679       camlStreaming_ops__recreate_ns_bindings_382 [2414]
                               21679             camlList__fold_right_108 <cycle 1> [1358]
                               21679             camlList__map_86 <cycle 1> [20]
                               21679             camlList__find_231 <cycle 1> [631]
                               21679             camlNamespace_context__cleanup_bindings_130 <cycle 1> [895]
                                 884             caml_apply2 <cycle 1> [23]
-----------------------------------------------
                0.02    0.00   41578/41578       camlFormat__cont_a_642 <cycle 1> [87]
[485]    0.0    0.02    0.00   41578         camlPrint_xquery_algebra__print_aitemtype_448 [485]
                0.00    0.00   41578/326079      camlFormat__kfprintf_774 [515]
                0.00    0.00   41578/326079      camlFormat__fprintf_777 [676]
                0.00    0.00   41578/3030564     caml_curry2 [347]
-----------------------------------------------
                0.02    0.00   41578/41578       camlFormat__cont_a_642 <cycle 1> [87]
[486]    0.0    0.02    0.00   41578         camlPrint_xquery_algebra__print_akind_test_441 [486]
                0.00    0.00   41578/326079      camlFormat__kfprintf_774 [515]
                0.00    0.00   41578/326079      camlFormat__fprintf_777 [676]
                0.00    0.00   41578/3030564     caml_curry2 [347]
-----------------------------------------------
                              102168             camlWhitespace__get_non_whitespace_gen_58 [487]
                0.00    0.02   21692/21692       camlWhitespace__get_whitespace_gen_57 [442]
[487]    0.0    0.00    0.02   21692+102168  camlWhitespace__get_non_whitespace_gen_58 [487]
                0.00    0.02  123860/145552      camlStream__next_184 [507]
                0.01    0.00  102168/373336      camlBuffer__add_char_99 [524]
                0.00    0.00   21692/475393      camlString__sub_73 [604]
                0.00    0.00  102168/123860      camlWhitespace__code_begin [2360]
                              102168             camlWhitespace__get_non_whitespace_gen_58 [487]
-----------------------------------------------
                                 151             camlList__fold_left_102 <cycle 1> [488]
                                   1             camlAst_walker_rewrite__rewrite_cstatement_963 <cycle 1> [2278]
                                   1             camlNorm_top__normalize_main_module_1057 <cycle 1> [2140]
                                   1             camlTyping_top__type_var_decls_411 <cycle 1> [3540]
                                   1             camlCode_update__check_rename_rename_conflicts_1263 <cycle 1> [2279]
                                   1             camlCode_update__check_replacenode_replacenode_conflicts_1271 <cycle 1> [2280]
                                   1             camlCode_update__check_replacevalue_replacevalue_conflicts_1279 <cycle 1> [2281]
                                   1             camlCs_code_selection_top__default_code_selection_module_474 <cycle 1> [2267]
                                   1             camlList__map_86 <cycle 1> [20]
                                   2             camlAst_walker_rewrite__var_simplify_979 <cycle 1> [2143]
                                   2             camlAst_walker_rewrite__rewrite_cprolog_1003 <cycle 1> [2133]
                                   2             camlNorm_top__aux_preprocess_prolog_1115 <cycle 1> [2233]
                                   2             camlTyping_expr__type_attribute_constructor_427 <cycle 1> [1750]
                                   2             camlEvaluation_top__default_eval_prolog_340 <cycle 1> [3294]
                                   3             camlGmisc__sort_and_remove_duplicates_revcompare_164 <cycle 1> [261]
                                   3             camlAst_walker_rewrite__cfunction_body_simplify_966 <cycle 1> [2160]
                                   3             camlNorm_expr__normalize_expr_aux_745 <cycle 1> [1554]
                                   3             camlRewriting_rules_notyping__snap_removal_487 <cycle 1> [2522]
                                   3             camlOptimization_top__function_rewrite_299 <cycle 1> [2024]
                                   3             camlCs_code_selection_top__default_code_selection_function_399 <cycle 1> [1805]
                                   4             camlAst_walker_rewrite__apply_prolog_rule_generic_392 <cycle 1> [3020]
                                   4             camlNorm_top__aux_normalize_prolog_993 <cycle 1> [1409]
                                   4             camlCode_typeswitch__allocate_typeswitch_params_297 <cycle 1> [2012]
                                   4             camlCs_code_typing_top__type_check_physical_op_411 <cycle 1> [1518]
                                   4             camlCs_code_typing_top__code_typing_prolog_aux_660 <cycle 1> [2100]
                                   5             camlTyping_expr__type_element_constructor_426 <cycle 1> [1655]
                                   6             camlCs_code_selection_top__default_code_selection_prolog_461 <cycle 1> [1970]
                                   8             camlOptimization_rewrite__select_field_helper_514 <cycle 1> [2950]
                                  13             camlSubtyping_build_regexp__normalize_regexp_aux_1026 <cycle 1> [1247]
                                  13             camlRewriting_judgments__fun_873 <cycle 1> [2870]
                                  25             camlCode_tuple__build_create_tuple_code_433 <cycle 1> [1701]
                                  27             camlOptimization_rewrite__apply_rewrite_phase_1042 <cycle 1> [1969]
                                  38             camlRewriting_rules_notyping__let_clause_rewrite_505 <cycle 1> [1643]
                                  45             camlTyping_expr__compute_type_expr_422 <cycle 1> [1549]
                                  68             camlRewriting_judgments__fun_867 <cycle 1> [1787]
                                 107             camlRewriting_judgments__fun_879 <cycle 1> [2559]
                                 121             camlAst_walker_fold__fold_over_cexpr_291 <cycle 1> [1712]
                                 169             camlCamlinternalOO__widen_274 <cycle 1> [1646]
                                 235             camlRewriting_judgments__used_count_376 <cycle 1> [1517]
                                 671             camlAst_walker_rewrite__generic_cexpr_398 <cycle 1> [754]
                                 849             camlNorm_top__normalize_function_body_726 <cycle 1> [1169]
                               14106             camlCompile_annotate__variable_count_merge_301 <cycle 1> [1393]
                               21159             camlCompile_annotate__annotate_op_and_dep_368 <cycle 1> [259]
                0.00    0.00       1/585425      camlPcre__pcre_exec_248 [1372]
                0.00    0.00      38/585425      camlPcre__coll_477 [775]
                0.00    0.00      40/585425      camlPcre__loop_465 [769]
                0.00    0.01      43/585425      camlPcre__regexp_128 [759]
                0.00    0.01      74/585425      camlPcre__loop_558 [620]
[488]    0.0    0.00    0.02   37917+151     camlList__fold_left_102 <cycle 1> [488]
                0.02    0.00      25/25          camlCode_selection_context__add_tuple_reference_538 [499]
                0.00    0.00      12/12          camlCode_typeswitch__code_begin [1103]
                0.00    0.00   46082/49776871     caml_curry3_2 [111]
                0.00    0.00       4/29          camlCode_selection_context__add_variable_with_ref_524 [902]
                0.00    0.00    5234/5234        camlCompile_annotate__merge_helper_304 [1406]
                0.00    0.00      12/22683       camlList__mem_185 [422]
                0.00    0.00     410/13777840     caml_curry4_3 [194]
                0.00    0.00     240/341071      camlMap__bal_93 [911]
                0.00    0.00      72/61876       camlPervasives__max_52 [977]
                0.00    0.00       4/25          camlCode_selection_context__add_variable_to_current_context_530 [1828]
                0.00    0.00      22/27283       camlMap__create_86 [1383]
                0.00    0.00       3/3           camlNorm_top__normalize_context_decl_816 [2105]
                0.00    0.00     104/104         camlAst_walker_fold__apply_one_359 [2671]
                0.00    0.00      42/42          camlAst_walker_fold__code_begin [2741]
                0.00    0.00      25/25          camlCode_selection_context__update_tuple_scope_505 [2780]
                0.00    0.00      16/16          camlGmisc__fun_509 [2838]
                0.00    0.00      14/14          camlSubtyping_build_regexp__fun_1878 [2860]
                0.00    0.00      12/54          camlXquery_physical_type_ast_util__least_upper_xml_type_444 [2724]
                0.00    0.00       7/12          camlSchema_util__make_sequence_cxtypes_682 [2888]
                0.00    0.00       4/29          camlCode_selection_context__update_variable_scope_502 [2771]
                0.00    0.00       4/29          camlCode_typing_context__add_variable_type_202 [2772]
                0.00    0.00       3/107509      camlCs_util_coercion__coerce_id_403 [2362]
                0.00    0.00       1/1           camlNorm_top__preprocess_context_decl_1114 [3364]
                               54523             caml_apply2 <cycle 1> [23]
                               29275             camlList__merge_257 <cycle 1> [636]
                               16775             camlAst_walker_rewrite__apply_single_rule_374 <cycle 1> [1317]
                                1358             camlNorm_top__f_744 <cycle 1> [2499]
                                 486             camlRewriting_judgments__fun_879 <cycle 1> [2559]
                                 398             camlAst_walker_fold__fold_over_cexpr_291 <cycle 1> [1712]
                                 256             camlMap__add_120 <cycle 1> [602]
                                 256             camlCamlinternalOO__fun_763 <cycle 1> [2598]
                                 152             camlOptimization_rewrite__top_level_apply_1014 <cycle 1> [1575]
                                  74             camlTyping_expr__type_fl_clause_424 <cycle 1> [1489]
                                  72             camlRewriting_judgments__fun_867 <cycle 1> [1787]
                                  52             camlGmisc__fun_501 <cycle 1> [1760]
                                  20             camlOptimization_rewrite__apply_rewrite_phase_1042 <cycle 1> [1969]
                                  13             camlRewriting_judgments__fun_873 <cycle 1> [2870]
                                  13             camlRewriting_judgments__fun_870 <cycle 1> [2869]
                                  12             camlCs_code_typing_top__fun_950 <cycle 1> [2875]
                                   5             camlTyping_expr__fun_780 <cycle 1> [3017]
                                   4             camlCs_code_selection_top__default_code_selection_decl_452 <cycle 1> [1257]
                                   4             camlCs_code_typing_top__code_typing_decl_627 <cycle 1> [3023]
                                   4             camlAst_walker_rewrite__var_simplify_979 <cycle 1> [2143]
                                   3             camlEvaluation_top__eval_alg_decl_314 <cycle 1> [2091]
                                   3             camlCs_code_selection_top__default_code_selection_function_399 <cycle 1> [1805]
                                   3             camlTyping_top__type_one_variable_414 <cycle 1> [3099]
                                   3             camlNorm_expr__normalize_step_qualifier_754 <cycle 1> [3073]
                                   2             camlCs_util_coercion__fun_569 <cycle 1> [2258]
                                   2             camlTyping_expr__fun_785 <cycle 1> [3202]
                                   1             camlCs_util_coercion__fun_565 <cycle 1> [3273]
                                   1             camlCs_code_selection_top__default_code_selection_statement_390 <cycle 1> [1978]
                                   1             camlNorm_top__fun_1393 <cycle 1> [2284]
                                 151             camlList__fold_left_102 <cycle 1> [488]
-----------------------------------------------
                0.00    0.00       1/135104      camlGalax__poly_serialize_804 <cycle 1> [1691]
                0.00    0.00       3/135104      camlFormat__entry [867]
                0.00    0.02  135100/135104      camlFormat__kpr_629 [282]
[489]    0.0    0.00    0.02  135104         camlFormat__make_formatter_525 [489]
                0.01    0.01  135104/135104      camlFormat__pp_make_formatter_511 [577]
                0.00    0.00  270208/3030564     caml_curry2 [347]
                0.00    0.00  270208/398913988     caml_modify [38]
-----------------------------------------------
                              339292             camlRegexp__pos_565 <cycle 1> [490]
                                  39             camlRegexp__build_glushkov_7109 <cycle 1> [478]
                                  39             camlRegexp__build_dtm_glushkov_12693 <cycle 1> [857]
                               18517             camlRegexp__follow_3796 <cycle 1> [1346]
[490]    0.0    0.02    0.00   18595+339292  camlRegexp__pos_565 <cycle 1> [490]
                0.00    0.00  152043/1331052     camlSet__bal_104 [567]
                0.00    0.00  180088/225029      camlSet__singleton_191 [960]
                0.00    0.00   22773/358168      camlSet__create_96 [921]
                0.00    0.00    7594/160296      camlSet__join_131 [1443]
                              159104             camlSet__union_199 <cycle 1> [641]
                              151463             camlSet__add_124 <cycle 1> [290]
                              339292             camlRegexp__pos_565 <cycle 1> [490]
-----------------------------------------------
                0.02    0.00 4161472/4161472     camlCode_fn___fs_distinct_docorder_aux_3850 <cycle 1> [93]
[491]    0.0    0.02    0.00 4161472         camlCode_fn__remove_sorted_node_dup_3276 [491]
                0.00    0.00      81/256574      caml_call_gc [6]
-----------------------------------------------
                0.02    0.00   42471/42471       camlCode_util_matching__item_match_fun_791 [468]
[492]    0.0    0.02    0.00   42471         camlDm_step__item_matches_element_test_562 [492]
                0.00    0.00   42471/3732475     camlDm__fun_2077 [239]
                0.00    0.00   42471/163012507     caml_send1 [25]
                0.00    0.00   42471/3790643     camlNamespace_symbols__symbol_subtag_440 [308]
                0.00    0.00   42471/3796524     camlGalax_dm__method_elemName_1108 [671]
-----------------------------------------------
                               63257             camlCode_builtin_fn__fun_659 <cycle 1> [77]
[493]    0.0    0.02    0.00   63257         camlCode_fn___fn_string_521 <cycle 1> [493]
                0.00    0.00   63257/163012507     caml_send1 [25]
                0.00    0.00   63257/6951405     camlArgs__get_array_param1_137 [232]
                0.00    0.00   63257/12305120     camlPhysical_item__getNode_167 [247]
                0.00    0.00   20794/23446       camlGalax_dm__method_string_value_1154 [2404]
                               63257             camlCursor__cursor_peek_147 <cycle 1> [17]
                               63257             camlPhysical_util__get_item_337 <cycle 1> [2382]
                               63257             camlPhysical_item_util___string_228 <cycle 1> [607]
                               42463             camlString__concat_93 <cycle 1> [222]
                               42463             camlDm__method_string_value_1205 <cycle 1> [169]
-----------------------------------------------
                0.00    0.00       2/2175540     camlSerialization__fserialize_open_tag_top_396 [1834]
                0.00    0.00      78/2175540     camlSerialization__fserialize_text_empty_tag_top_411 [1499]
                0.00    0.00   43278/2175540     camlSerialization__fserialize_text_open_tag_top_401 <cycle 1> [495]
                0.00    0.00   43280/2175540     camlSerialization__fserialize_close_tag_449 [448]
                0.00    0.00   64065/2175540     camlSerialization__serialize_xml_event_top_491 <cycle 1> [304]
                0.00    0.00  275063/2175540     camlFormat__cont_s_641 [264]
                0.02    0.00 1749774/2175540     camlFormat__doprn_640 [97]
[494]    0.0    0.02    0.00 2175540         camlFormat__enqueue_string_as_317 [494]
                0.00    0.00      71/256574      caml_call_gc [6]
-----------------------------------------------
                               21639             camlSerialization__serialize_xml_event_top_491 <cycle 1> [304]
[495]    0.0    0.00    0.02   21639         camlSerialization__fserialize_text_open_tag_top_401 <cycle 1> [495]
                0.00    0.01   43278/2352221     camlFormat__advance_left_304 [120]
                0.00    0.01   43278/132610      camlEncoding__write_markup_string_209 [506]
                0.00    0.00   43278/2175540     camlFormat__enqueue_advance_310 [245]
                0.00    0.00   43278/425766      camlFormat__pp_print_string_393 [530]
                0.00    0.00    2652/1111904     camlFormat__doprn_640 [97]
                0.00    0.00   43278/2175540     camlFormat__enqueue_string_as_317 [494]
                0.00    0.00    1768/644194      camlPrintf__scan_conv_275 [229]
                0.00    0.00     884/88871       camlPrintf__fun_522 [473]
                0.00    0.00     884/47478       caml_apply5 [639]
                0.00    0.00     884/461179      camlFormat__kpr_629 [282]
                0.00    0.00    1768/623470      caml_apply4 [496]
                0.00    0.00     884/1768        camlSerialization__fserialize_text_attributes_aux_352 [1394]
                0.00    0.00     884/13777840     caml_curry4_3 [194]
                0.00    0.00    1768/644194      camlPrintf__scan_format_260 [899]
                0.00    0.00    1768/644194      camlPrintf__scan_positional_273 [1225]
                0.00    0.00   21639/21679       camlSerialization__open_start_element_316 [2412]
                0.00    0.00   21639/21678       camlSerialization__fserialize_text_attributes_348 [2417]
                0.00    0.00   21639/21640       camlSerialization__close_start_element_318 [2420]
                0.00    0.00    1768/644194      camlPrintf__scan_flags_274 [2337]
                0.00    0.00    1768/644194      camlPrintf__got_pos_279 [2334]
                0.00    0.00    1768/644194      camlPrintf__scan_positional_spec_242 [2338]
                0.00    0.00     884/326079      camlFormat__fun_1575 [2346]
                                2652             caml_apply2 <cycle 1> [23]
                                1768             camlFormat__cont_a_642 <cycle 1> [87]
-----------------------------------------------
                0.00    0.00       1/623470      camlParse_io__galax_lexbuf_from_file_273 <cycle 1> [1818]
                0.00    0.00       1/623470      camlGalax__poly_serialize_804 <cycle 1> [1691]
                0.00    0.00       1/623470      camlPxp_lex_aux__scan_pi_270 [1959]
                0.00    0.00       2/623470      camlGalax_pxp__entry [1935]
                0.00    0.00       2/623470      camlGalax_io__pull_parser_from_input_spec_294 [1898]
                0.00    0.00       2/623470      camlStreaming_parse__set_dtd_in_context_390 [1925]
                0.00    0.00       2/623470      camlPxp_aux__tokens_of_xml_pi_312 [1878]
                0.00    0.00       2/623470      camlPxp_entity__method_open_entity_1309 [2018]
                0.00    0.00       2/623470      camlPxp_types__from_file_340 [1116]
                0.00    0.00       2/623470      camlPxp_ev_parser__fun_691 [1931]
                0.00    0.00       2/623470      camlPxp_ev_parser__create_entity_manager_446 [2083]
                0.00    0.00       3/623470      camlParse_io__resolve_as_string_225 [2028]
                0.00    0.00       3/623470      camlPxp_reader__fun_1756 [1896]
                0.00    0.00       8/623470      camlPxp_reader__refill_247 [1973]
                0.00    0.00      15/623470      camlPxp_entity__fun_1728 [1729]
                0.00    0.00      17/623470      camlPxp_entity__make_variables_352 [1537]
                0.00    0.00     100/623470      camlTyping_expr__compute_type_expr_422 <cycle 1> [1549]
                0.00    0.00     101/623470      camlRegexp__one_step_parallel_walk_53673 <cycle 1> [931]
                0.00    0.00     289/623470      camlRewriting_rules_notyping__flwr_rewrite_aux_532 <cycle 1> [1579]
                0.00    0.00     749/623470      camlEncoding__pxp_fix_write_data_string_171 [1170]
                0.00    0.00    1768/623470      camlSerialization__fserialize_text_open_tag_top_401 <cycle 1> [495]
                0.00    0.00    2622/623470      camlPxp_core_parser__method_parse_1612 [979]
                0.00    0.00    2660/623470      camlLexing__lex_refill_127 <cycle 1> [1340]
                0.00    0.00   21626/623470      camlEncoding__write_data_string_204 [859]
                0.00    0.00   41578/623470      camlError__error_with_file_location_424 <cycle 1> [50]
                0.00    0.00   41578/623470      camlSerialization__bserialize_datamodel_576 <cycle 1> [263]
                0.00    0.00  103880/623470      camlGmisc__bprintf_stub_310 <cycle 1> [196]
                0.00    0.00  132610/623470      camlEncoding__write_markup_string_209 [506]
                0.00    0.01  273844/623470      camlFormat__cont_a_642 <cycle 1> [87]
[496]    0.0    0.01    0.01  623470         caml_apply4 [496]
                0.00    0.00   51940/461179      camlFormat__kprintf_624 [399]
                0.00    0.00     101/1371        caml_curry5 [426]
                0.00    0.00   51940/11575021     camlPrintf__kapr_199 <cycle 2> [1312]
                0.00    0.00   51940/7394199     caml_curry2_1 [182]
                0.00    0.00   51949/41982457     caml_curry3_1 [90]
                0.00    0.00   51940/69067210     caml_curry3 [74]
                0.00    0.00    2670/9699912     caml_curry5_3 [178]
                0.00    0.00    2771/9700217     caml_curry5_1 [205]
                0.00    0.00    2771/9700216     caml_curry5_2 [250]
                0.00    0.00      31/8180071     caml_curry6_3 [180]
                0.00    0.00      31/8190261     caml_curry6_4 [217]
                0.00    0.00      31/8176286     caml_curry6_2 [228]
                0.00    0.00       9/3030564     caml_curry2 [347]
                0.00    0.00       9/49776871     caml_curry3_2 [111]
-----------------------------------------------
                0.00    0.02       1/1           caml_startup__code_begin [71]
[497]    0.0    0.00    0.02       1         camlOptimization_rewrite__entry [497]
                0.02    0.00      20/691         caml_allocN [89]
                0.00    0.00       1/585425      camlList__map_86 <cycle 1> [20]
                0.00    0.00       1/69067210     caml_curry3 [74]
                0.00    0.00       1/1564012     camlPervasives__$40_166 [643]
                0.00    0.00      20/2359        caml_curry6 [2478]
-----------------------------------------------
                                                 <spontaneous>
[498]    0.0    0.00    0.02                 camlStr__first_195 [498]
                0.00    0.02       7/175         camlString__make_65 [104]
                0.00    0.00       1/23584094     caml_string_equal [230]
-----------------------------------------------
                0.02    0.00      25/25          camlList__fold_left_102 <cycle 1> [488]
[499]    0.0    0.02    0.00      25         camlCode_selection_context__add_tuple_reference_538 [499]
                0.00    0.00      25/54          camlNamespace_util__remove_rqname_assoc_205 [802]
                0.00    0.00      25/50          camlCode_selection_context__get_current_context_manager_514 [1746]
                0.00    0.00      25/25          camlTuple_context_manager__get_new_tuple_slot_233 [2788]
-----------------------------------------------
