Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                                   1             camlParse_io__open_resolver_245 <cycle 1> [2070]
                                   1             camlNorm_var_graph__no_cycle_511 <cycle 1> [1852]
                                   1             camlFn_doc__code_begin <cycle 1> [1914]
                                   1             camlCs_util_coercion__fun_565 <cycle 1> [3273]
                                   1             camlCode_tuple__build_tuple_select_code_518 <cycle 1> [402]
                                   1             camlCode_update__build_default_snap_code_1289 <cycle 1> [2093]
                                   1             camlCode_update__build_snap_code_1327 <cycle 1> [1664]
                                   1             camlProcmod_phases__code_begin <cycle 1> [3427]
                                   1             camlProcmod_phases__wrap_statement_aux_842 <cycle 1> [2161]
                                   1             camlProcmod_phases__wrap_compile_main_module_1044 <cycle 1> [2270]
                                   1             camlProcmod_phases__wrap_optimization_main_module_1070 <cycle 1> [2271]
                                   1             camlProcmod_phases__wrap_selection_main_module_1098 <cycle 1> [2272]
                                   1             camlProcmod_compiler__compile_main_module_1224 <cycle 1> [1755]
                                   1             camlProcmod_compiler__prepare_compiled_program_1267 <cycle 1> [1756]
                                   1             camlGalax__eval_compiled_statement_917 <cycle 1> [1751]
                                   2             camlDm_atomic__fun_3977 <cycle 1> [2016]
                                   2             camlStreaming_ops__resolve_xml_stream_349 <cycle 1> [1924]
                                   2             camlLexing_util__match_curly_1126 <cycle 1> [1734]
                                   2             camlCs_util_coercion__fun_569 <cycle 1> [2258]
                                   2             camlCode_constructors__build_attr_code_817 <cycle 1> [2250]
                                   2             camlCs_code_typing_top__code_typing_prolog_aux_660 <cycle 1> [2100]
                                   2             camlProcmod_compiler__apply_normalize_phase_990 <cycle 1> [2215]
                                   2             camlProcmod_compiler__apply_rewriting_phase_1007 <cycle 1> [2217]
                                   2             camlProcmod_compiler__apply_factorization_phase_1025 <cycle 1> [2214]
                                   2             camlProcmod_compiler__apply_compile_phase_1041 <cycle 1> [2213]
                                   2             camlProcmod_compiler__apply_optimization_phase_1059 <cycle 1> [2216]
                                   2             camlProcmod_compiler__apply_code_selection_phase_1075 <cycle 1> [1662]
                                   2             camlProcmod_compiler__compile_physical_plan_from_ast_1134 <cycle 1> [1670]
                                   2             camlGalax__poly_serialize_804 <cycle 1> [1691]
                                   3             camlDm_atomic__fun_4219 <cycle 1> [1957]
                                   3             camlNorm_expr__normalize_path_expr_753 <cycle 1> [1620]
                                   3             camlTyping_expr__compute_type_expr_422 <cycle 1> [1549]
                                   3             camlTyping_top__type_function_def_433 <cycle 1> [2031]
                                   4             camlNorm_top__normalize_function_signatures_715 <cycle 1> [1915]
                                   4             camlNorm_top__normalize_context_with_env_960 <cycle 1> [2163]
                                   4             camlGalax_dm__fun_1652 <cycle 1> [1842]
                                   6             camlAst_walker_rewrite__substitute_var_aux_1138 <cycle 1> [1355]
                                   6             camlLexing__from_function_140 <cycle 1> [1933]
                                   6             camlLazy__force_62 <cycle 1> [1353]
                                   7             camlAnyURI__process_uri_139 <cycle 1> [1526]
                                   7             camlProcmod_phases__analyze_and_process_input_905 <cycle 1> [2970]
                                   7             camlProcmod_phases__wrap_mmodule_aux_897 <cycle 1> [1963]
                                   8             camlProcmod_phases__analyze_and_process_input_877 <cycle 1> [2956]
                                   8             camlProcmod_phases__wrap_prolog_aux_869 <cycle 1> [1939]
                                  10             camlCode_item_tuple__build_item_to_tuple_map_code_587 <cycle 1> [634]
                                  12             camlCode_selection_context__build_function_code_699 <cycle 1> [1764]
                                  15             camlAst_walker_rewrite__generic_cexpr_398 <cycle 1> [754]
                                  15             camlNorm_util__normalize_function_call_1090 <cycle 1> [1544]
                                  18             camlSubtyping_top__includes_1204 <cycle 1> [658]
                                  27             camlOptimization_rewrite__apply_rewrite_phase_1042 <cycle 1> [1969]
                                  31             camlTyping_call__compute_type_normal_function_call_481 <cycle 1> [1395]
                                  33             camlList__for_all2_169 <cycle 1> [2767]
                                  33             camlFilename__concat_161 <cycle 1> [1739]
                                  39             camlRegexp__intersects_56933 <cycle 1> [1784]
                                  52             camlGmisc__fun_501 <cycle 1> [1760]
                                  78             camlRegexp__nfa_of_dfa_64322 <cycle 1> [1653]
                                  85             camlCs_code_typing_top__code_typing_sub_exprs_414 <cycle 1> [1774]
                                  90             camlCs_code_selection_expr__default_code_selection_402 <cycle 1> [1561]
                                 134             camlList__map2_114 <cycle 1> [329]
                                 135             camlRegexp__build_dtm_glushkov_12693 <cycle 1> [857]
                                 151             camlCamlinternalOO__inherits_325 <cycle 1> [1420]
                                 175             camlHashtbl__do_bucket_159 <cycle 1> [1683]
                                 270             camlSet__fold_285 <cycle 1> [1779]
                                 302             camlTyping_expr__type_cexpr_aux_431 <cycle 1> [1748]
                                 696             camlRegexp__build_glushkov_7109 <cycle 1> [478]
                                 883             camlAst_walker_fold__fold_over_cexpr_291 <cycle 1> [1712]
                                 884             camlStreaming_ops__prefix_event_384 <cycle 1> [484]
                                 884             camlStreaming_constructors__untyped_value_of_xml_stream_aux_200 <cycle 1> [575]
                                 884             camlCode_fn__get_atomic_content_3890 <cycle 1> [354]
                                 887             camlDm_atomic__fun_5005 <cycle 1> [1419]
                                 898             camlLexing_util__match_operator_keyword_1110 <cycle 1> [1091]
                                1340             camlHashtbl__replace_bucket_254 <cycle 1> [1414]
                                1574             camlHashtbl__mem_in_bucket_263 <cycle 1> [1404]
                                1887             camlList__merge_257 <cycle 1> [636]
                                1963             camlDfa__add_transitions_2053 <cycle 1> [1432]
                                2311             camlCompile_annotate__compute_free_and_bound_vars_348 <cycle 1> [198]
                                2595             camlHashtbl__find_in_bucket_246 <cycle 1> [1349]
                                2652             camlSerialization__fserialize_text_open_tag_top_401 <cycle 1> [495]
                                3045             camlLexing_util__match_namespace_keyword_1147 <cycle 1> [908]
                                3965             camlParse_util__xquery_lexfun_apply_531 <cycle 1> [1101]
                                4132             camlRegexp__intersect_by_a_letter_36541 <cycle 1> [1237]
                                4895             camlList__iter2_135 <cycle 1> [2578]
                                5363             camlArray__fold_left_165 <cycle 1> [1921]
                                5434             camlGalax_dm__fun_1418 <cycle 1> [988]
                                5480             camlLexing__lex_refill_127 <cycle 1> [1340]
                                7731             camlOptimization_walker__generic_wrapper_484 <cycle 1> [1565]
                                9465             camlParse_util__xquery_lexfun_538 <cycle 1> [962]
                               10190             camlOptimization_walker__sub_expr_walk_426 <cycle 1> [1167]
                               10342             camlOptimization_walker__rewrite_apply_429 <cycle 1> [1239]
                               12265             camlList__fold_right_108 <cycle 1> [1358]
                               16775             camlAst_walker_rewrite__apply_single_rule_374 <cycle 1> [1317]
                               21617             camlNfa__add_transitions_2336 <cycle 1> [1070]
                               21679             camlStreaming_conv__typed_of_typed_labeled_xml_stream_278 <cycle 1> [880]
                               22556             camlStreaming_ops__ordered_typed_of_typed_stream_for_docid_575 <cycle 1> [1243]
                               38144             camlOccurrence__unbounded_operation_68 <cycle 1> [1047]
                               41579             camlStreaming_ops__prefix_xml_stream_426 <cycle 1> [783]
                               42472             camlCs_util_coercion__fun_598 <cycle 1> [401]
                               43356             camlCode_user_defined_fn__fun_424 <cycle 1> [1229]
                               43356             camlCode_user_defined_fn__fun_374 <cycle 1> [184]
                               54523             camlList__fold_left_102 <cycle 1> [488]
                               64049             camlDm__method_has_element_content_1208 <cycle 1> [568]
                               83156             camlSerialization__bserialize_datamodel_576 <cycle 1> [263]
                              106357             camlSet__split_171 <cycle 1> [855]
                              134028             camlGalax_dm__fun_1382 <cycle 1> [316]
                              155278             camlSet__mem_185 <cycle 1> [875]
                              155820             camlGmisc__bprintf_stub_310 <cycle 1> [196]
                              207890             camlError__error_with_file_location_424 <cycle 1> [50]
                              220768             camlGalax_dm__fun_1582 <cycle 1> [376]
                              297596             camlDm__method_base_uri_1218 <cycle 1> [353]
                              340836             camlMap__mem_136 <cycle 1> [630]
                              420239             camlMap__find_129 <cycle 1> [627]
                              434416             camlMap__add_120 <cycle 1> [602]
                              505856             camlFsautil__code_begin <cycle 1> [469]
                             1077363             camlFormat__cont_a_642 <cycle 1> [87]
                             1330816             camlGalax_dm__method_typed_value_1099 <cycle 1> [177]
                             1330816             camlCode_tuple__eval_predicate_505 <cycle 1> [429]
                             1334418             camlDm_atomic__fun_3747 <cycle 1> [195]
                             1351610             camlCode_fn___fn_compare_op_594 <cycle 1> [199]
                             1351610             camlCode_overloaded_fn__fun_330 <cycle 1> [134]
                             1351610             camlCode_item_tuple__code_begin <cycle 1> [220]
                             1351610             camlCode_item_tuple__build_default_quantifier_code_474 <cycle 1> [210]
                             1373279             camlDm__method_string_value_1205 <cycle 1> [169]
                             1384132             camlList__rev_sort_296 <cycle 1> [114]
                             1394073             camlCursor_descendant__cursor_descendant_146 <cycle 1> [317]
                             1452078             camlSet__add_124 <cycle 1> [290]
                             1530827             camlDm_atomic__fun_5439 <cycle 1> [174]
                             2724900             camlDm_atomic__fun_5357 <cycle 1> [142]
                             2788165             camlList__sort_295 <cycle 1> [75]
                             3067668             camlHashtbl__find_231 <cycle 1> [84]
                             4076508             camlCs_util_coercion__fun_602 <cycle 1> [236]
                             4097320             camlCode_map__eval_fun_287 <cycle 1> [253]
                             5452712             camlCode_item_tuple__eval_for_572 <cycle 1> [109]
                             5580136             camlCode_item_tuple__eval_for_604 <cycle 1> [204]
                             9152647             camlList__rev_merge_275 <cycle 1> [41]
                             9633831             camlCode_builtin_fn__fun_659 <cycle 1> [77]
                             10556455             camlList__rev_merge_rev_285 <cycle 1> [33]
                             15124381             camlCs_util_coercion__fun_594 <cycle 1> [144]
                             17920724             camlCs_util_coercion__fun_561 <cycle 1> [119]
                             21976429             camlArray__mapi_141 <cycle 1> [58]
                             23349105             camlCs_util_coercion__code_begin <cycle 1> [96]
                             23451092             camlCs_util_coercion__fun_549 <cycle 1> [42]
                             64656771             camlEvaluation_expr__algebra_execute_aux_376 <cycle 1> [8]
                0.00    0.00       1/585425      camlGalax$2drun__main_358 [956]
                0.00    0.00       1/585425      camlDm_atomic__fun_3923 [1365]
                0.00    0.00       1/585425      camlGalax_server__Server_454 [1272]
                0.00    0.00       1/585425      camlWsdl_import__entry [1350]
                0.00    0.00       1/585425      camlRewriting_rules_notyping__entry [878]
                0.00    0.00       1/585425      camlRewriting_rules_typing__entry [626]
                0.00    0.00       1/585425      camlProcmod_compiler__compile_prolog_1200 [1073]
                0.00    0.00       1/585425      camlTop_util__exec_537 [954]
                0.00    0.00       1/585425      camlCamomile__UReStrParser__entry [777]
                0.00    0.00       1/585425      camlPxp_entity__method_process_xmldecl_1118 [1363]
                0.00    0.00       1/585425      camlPxp_document__fun_7151 [1367]
                0.00    0.00       1/585425      camlPxp_core_parser__parse_doc_xmldecl_then_misc_then_prolog_then_rest_495 [1362]
                0.00    0.00       1/585425      camlPrintf__entry [1368]
                0.00    0.00       2/585425      camlDm_atomic__fun_5275 [1277]
                0.00    0.00       2/585425      camlDm_atomic__fun_5185 [1276]
                0.00    0.00       2/585425      camlDm_atomic__fun_5095 [1275]
                0.00    0.00       2/585425      camlDm_atomic__fun_4833 [1274]
                0.00    0.00       2/585425      camlPxp_document__fun_5777 [1267]
                0.00    0.00       2/585425      camlPxp_document__fun_5922 [1269]
                0.00    0.00       2/585425      camlPxp_document__fun_6099 [1268]
                0.00    0.00       2/585425      camlPxp_document__fun_6896 [1271]
                0.00    0.00       2/585425      camlPxp_document__fun_6980 [1270]
                0.00    0.00       2/585425      camlPxp_core_parser__fun_1657 [418]
                0.00    0.00       2/585425      camlPxp_ev_parser__create_pull_parser_505 [1266]
                0.00    0.00       2/585425      camlFilename__entry [858]
                0.00    0.00       3/585425      camlPxp_reader__code_begin [1191]
                0.00    0.00       3/585425      camlPxp_reader__channel_of_url_565 [1043]
                0.00    0.00       3/585425      camlPxp_reader__method_init_in_1221 [1192]
                0.00    0.00       3/585425      camlPxp_reader__channel_of_id_487 [1177]
                0.00    0.00       4/585425      camlPxp_types__from_file_340 [1116]
                0.00    0.00       4/585425      camlPxp_document__fun_6364 [1118]
                0.00    0.00       4/585425      camlPxp_core_parser__parse_contents_start_538 [1152]
                0.00    0.00       5/585425      camlPxp_reader__method_lexbuf_reader_1150 [522]
                0.00    0.00       6/585425      camlPxp_reader__method_open_rid_1139 [1053]
                0.00    0.00       6/585425      camlPxp_document__fun_5682 [1051]
                0.00    0.00       8/585425      camlTop_options__entry [860]
                0.00    0.00      10/585425      camlPxp_tree_parser__entry [462]
                0.00    0.00      12/585425      camlTop_options__make_parse_list_851 [943]
                0.00    0.00      13/585425      camlMap__iter_174 [934]
                0.01    0.02     128/585425      camlNetconversion__uarray_of_ustring_951 [319]
                0.01    0.02     178/585425      camlPxp_core_parser__parse_cref_554 [463]
                0.01    0.02     193/585425      camlNetconversion__makechar_605 [435]
                0.12    0.31    2618/585425      camlPxp_ev_parser__parse_slice_530 [126]
                0.12    0.32    2661/585425      camlArray__iteri_137 [62]
                7.54   20.31  169096/585425      camlPxp_core_parser__parse_char_data_553 [3]
               15.83   42.61  354800/585425      camlPxp_entity__method_next_token_1159 [2]
[23]     3.6    2.22    1.44 245329699         caml_apply2 <cycle 1> [23]
                0.52    0.22 40420922/41982457     caml_curry3_1 [90]
                0.11    0.10 9696256/9699912     caml_curry5_3 [178]
                0.11    0.03 9696240/9700217     caml_curry5_1 [205]
                0.07    0.06 8184175/8190261     caml_curry6_4 [217]
                0.10    0.02 8173833/8176286     caml_curry6_2 [228]
                0.03    0.02 1351610/1354478     caml_curry7_3 [383]
                0.01    0.01 1509583/69067210     caml_curry3 [74]
                0.00    0.01 1351610/1354478     caml_curry7_5 [603]
                0.00    0.00   52387/461179      camlFormat__kprintf_624 [399]
                0.00    0.00   65293/273142      caml_curry4 [649]
                0.00    0.00   52387/11575021     camlPrintf__kapr_199 <cycle 2> [1312]
                0.00    0.00   52387/7394199     caml_curry2_1 [182]
                0.00    0.00   67670/9401403     caml_curry4_2 [266]
                0.00    0.00       1/1371        caml_curry5 [426]
                0.00    0.00     128/137         caml_curry7 [2642]
                0.00    0.00      44/2359        caml_curry6 [2478]
                                  23             camlDm_atomic__fun_5442 <cycle 1> [2799]
                                  18             camlDm__fun_1838 <cycle 1> [2794]
                                   6             camlGalax_dm__fun_1655 <cycle 1> [2985]
                                   1             camlDm__fun_1510 <cycle 1> [2222]
                                   1             camlDm__fun_1557 <cycle 1> [2223]
                                   1             camlDm__fun_1608 <cycle 1> [2224]
                                   1             camlDm__fun_1659 <cycle 1> [2225]
                                   1             camlDm__fun_1702 <cycle 1> [3126]
                                   1             camlDm__fun_1773 <cycle 1> [3127]
-----------------------------------------------
                                   1             camlCs_code_typing_top__type_check_physical_op_411 <cycle 1> [1518]
                                   2             camlDm__fun_1659 <cycle 1> [2225]
                                   2             camlDm__fun_1608 <cycle 1> [2224]
                                   2             camlDm__fun_1557 <cycle 1> [2223]
                                   2             camlDm__fun_1510 <cycle 1> [2222]
                                   4             camlCs_code_typing_top__select_physical_op_410 <cycle 1> [1541]
                                  51             camlXquery_algebra_ast_annotation_util__strip_subexpr_447 <cycle 1> [1681]
                                  51             camlXquery_algebra_ast_annotation_util__deep_copy_sexpr_454 <cycle 1> [1680]
                                  85             camlCs_code_typing_top__code_typing_sub_exprs_414 <cycle 1> [1774]
                                 110             camlXquery_physical_type_ast_util__access_many_non_discarded_xml_types_420 <cycle 1> [2657]
                                 141             camlCs_annotate__has_non_trivial_snap_subexpr_309 <cycle 1> [2518]
                                 338             camlCamlinternalOO__inherits_325 <cycle 1> [1420]
                             1351610             camlCode_overloaded_fn__fun_330 <cycle 1> [134]
                             9633831             camlCode_builtin_fn__fun_659 <cycle 1> [77]
                             17920724             camlCs_util_coercion__fun_561 <cycle 1> [119]
                             17920724             camlEvaluation_expr__algebra_execute_aux_376 <cycle 1> [8]
                0.00    0.00       1/585425      camlShredded_dm__shredDocumentNode_init_4449 [1076]
                0.00    0.00       1/585425      camlShredded_dm__shredElementNode_init_4529 [1077]
                0.00    0.00       1/585425      camlShredded_dm__shredAttributeNode_init_4582 [1074]
                0.00    0.00       1/585425      camlShredded_dm__shredTextNode_init_4619 [1079]
                0.00    0.00       1/585425      camlShredded_dm__shredCommentNode_init_4657 [1075]
                0.00    0.00       1/585425      camlShredded_dm__shredProcessingInstructionNode_init_4705 [1078]
                0.00    0.00       1/585425      camlCamomile__OOChannel__char_input_channel_of_init_276 [1181]
                0.00    0.00       1/585425      camlCamomile__OOChannel__char_obj_input_channel_of_init_298 [1054]
                0.00    0.00       1/585425      camlCamomile__OOChannel__char_output_channel_of_init_318 [1182]
                0.00    0.00       1/585425      camlCamomile__OOChannel__char_obj_output_channel_of_init_343 [1081]
                0.00    0.00       1/585425      camlCamomile__OOChannel__of_in_channel_init_363 [1183]
                0.00    0.00       1/585425      camlCamomile__OOChannel__of_out_channel_init_386 [1184]
                0.00    0.00       1/585425      camlCamomile__CharEncoding__uchar_output_channel_of_init_1100 [1122]
                0.00    0.00       1/585425      camlCamomile__CharEncoding__convert_uchar_output_init_1198 [1121]
                0.00    0.00       1/585425      camlPxp_lex_link_iso88591__lfactory_init_407 [1287]
                0.00    0.00       1/585425      camlPxp_lex_link_utf8__lfactory_init_407 [1288]
                0.00    0.00       1/585425      camlPxp_lexers__false_factory_init_335 [1186]
                0.00    0.00       1/585425      camlPxp_dtd__namespace_scope_impl_init_3999 [1083]
                0.00    0.00       1/585425      camlPxp_document__super_root_impl_init_5202 [980]
                0.00    0.00       1/585425      camlPxp_tree_parser__default_ext_init_735 [1289]
                0.00    0.00       1/585425      camlPxp_dtd_parser__dtd_parser_init_433 [1185]
                0.00    0.00       1/585425      camlNetchannels__rec_in_channel_delegation_init_1733 [1130]
                0.00    0.00       1/585425      camlNetchannels__raw_in_channel_delegation_init_1755 [1128]
                0.00    0.00       1/585425      camlNetchannels__in_obj_channel_delegation_init_1781 [1124]
                0.00    0.00       1/585425      camlNetchannels__rec_out_channel_delegation_init_1803 [1131]
                0.00    0.00       1/585425      camlNetchannels__raw_out_channel_delegation_init_1826 [1129]
                0.00    0.00       1/585425      camlNetchannels__out_obj_channel_delegation_init_1855 [1127]
                0.00    0.00       1/585425      camlNetchannels__input_command_init_1920 [1179]
                0.00    0.00       1/585425      camlNetchannels__lift_raw_in_channel_init_2063 [1125]
                0.00    0.00       1/585425      camlNetchannels__lift_raw_in_channel_buf_init_2159 [1119]
                0.00    0.00       1/585425      camlNetchannels__output_command_init_2230 [1180]
                0.00    0.00       1/585425      camlNetchannels__lift_raw_out_channel_init_2418 [1126]
                0.00    0.00       1/585425      camlNetchannels__socket_descr_init_2625 [1080]
                0.00    0.00       1/585425      camlNetaddress__mailbox_init_216 [1082]
                0.00    0.00       1/585425      camlNetaddress__group_init_235 [1123]
                0.00    0.00       2/585425      camlNetchannels__fun_3637 [1120]
                0.00    0.00       3/585425      camlCamomile__UNF__canon_decompose_init_595 [966]
                0.00    0.00       3/585425      camlCamomile__UNF__kompat_decompose_init_621 [967]
                0.00    0.00       3/585425      camlPxp_document__fun_5668 [968]
                0.00    0.00       3/585425      camlNetchannels__fun_3128 [1052]
                0.00    0.00       6/585425      camlPxp_document__no_pinstr_feature_init_4221 [945]
                0.00    0.00       6/585425      camlPxp_document__no_attributes_feature_init_4321 [944]
                0.00    0.00       7/585425      camlPxp_document__no_subnodes_feature_init_4265 [920]
                0.00    0.00       8/585425      camlPxp_document__no_validation_feature_init_4356 [905]
                0.00    0.00       9/585425      camlPxp_document__no_namespace_feature_init_4381 [890]
                0.00    0.00       9/585425      camlPxp_document__no_comments_feature_init_4402 [889]
                0.01    0.02     145/585425      camlCamlinternalOO__create_table_316 [61]
[24]     3.5    0.73    2.84 46827917         camlArray__map_131 <cycle 1> [24]
                1.12    0.66 46827839/66677054     caml_make_vect [36]
                0.12    0.17 15084502/70293667     camlCursor__cursor_of_list_181 [60]
                0.19    0.00 46827839/407980089     caml_c_call [52]
                0.14    0.00 21976429/21976429     camlEvaluation_expr__fun_515 [211]
                0.11    0.00 15019477/27362116     camlPhysical_sequence__list_of_sequence_144 [179]
                0.10    0.00 21976429/48109963     camlEvaluation_expr__update_allocate_holder_if_needed_323 [172]
                0.07    0.01 12151045/398913988     caml_modify [38]
                0.08    0.00 6890158/6890158     camlPhysical_value_util__xml_value_of_physical_value_179 [294]
                0.07    0.00 6890158/19360452     camlPhysical_value_util__unsafe_xml_value_of_physical_value_175 [181]
                0.00    0.00  127436/11856032     camlList__rev_append_75 [102]
                0.00    0.00    1769/22563       camlPhysical_value_util__sax_value_of_physical_value_188 [480]
                0.00    0.00    2399/2399        camlCamlinternalOO__get_method_250 [1166]
                0.00    0.00    1768/64141       camlPhysical_export__typed_xml_stream_of_datamodel_231 [511]
                0.00    0.00    1768/57904987     camlCursor__cursor_of_function_183 [63]
                0.00    0.00    1768/22562       camlPhysical_xml_value__sax_value_of_dom_value_70 [1235]
                0.00    0.00     967/7394199     caml_curry2_1 [182]
                0.00    0.00     124/1007        camlXquery_algebra_ast_util__algop_mkop_376 [1484]
                0.00    0.00      95/49776871     caml_curry3_2 [111]
                0.00    0.00    2661/2661        camlCamlinternalOO__public_method_label_107 [2470]
                0.00    0.00     256/256         camlCamlinternalOO__get_variable_307 [2599]
                0.00    0.00     120/120         camlXquery_physical_type_ast_util__fun_504 [2650]
                0.00    0.00      62/448         caml_curry9_8 [2571]
                0.00    0.00      12/12          camlCs_code_typing_top__fun_936 [2874]
                0.00    0.00       1/243         camlXquery_physical_type_ast_util__assert_non_discarded_xml_type_390 [2610]
                             15019477             camlPhysical_value_util__item_list_of_physical_value_198 <cycle 1> [133]
                             4161472             camlCursor__list_of_cursor_196 <cycle 1> [88]
                               65025             camlPhysical_value_util__item_cursor_of_physical_value_196 <cycle 1> [157]
                                2399             camlCamlinternalOO__fun_783 <cycle 1> [2477]
                                 711             camlCamlinternalOO__get_method_label_239 <cycle 1> [1516]
                                 256             camlMap__find_129 <cycle 1> [627]
                                 170             camlCs_annotate__process_op_348 <cycle 1> [1817]
                                  95             camlCs_code_typing_top__code_typing_expr_413 <cycle 1> [1765]
                                  62             camlXquery_algebra_ast_annotation_util__deep_copy_expr_453 <cycle 1> [2635]
                                  62             camlXquery_algebra_ast_annotation_util__strip_annotation_445 <cycle 1> [2636]
                                   1             camlCs_code_typing_top__fun_941 <cycle 1> [3270]
-----------------------------------------------
                0.00    0.00       1/163012507     camlGalax_pxp__entry [1935]
                0.00    0.00       1/163012507     camlParse_io__open_resolver_245 <cycle 1> [2070]
                0.00    0.00       1/163012507     camlPxp_lex_utf8_04____ocaml_lex_scan_document_rec_240 [965]
                0.00    0.00       2/163012507     camlStreaming_parse__set_dtd_in_context_390 [1925]
                0.00    0.00       2/163012507     camlPxp_lex_aux__scan_pi_270 [1959]
                0.00    0.00       2/163012507     camlPxp_aux__tokens_of_xml_pi_312 [1878]
                0.00    0.00       2/163012507     camlPxp_reader__find_competent_resolver_for_813 [2207]
                0.00    0.00       2/163012507     camlPxp_entity__method_process_xmldecl_1118 [1363]
                0.00    0.00       2/163012507     camlPxp_entity_manager__fun_362 [2149]
                0.00    0.00       2/163012507     camlPxp_ev_parser__method_init_for_xml_body_597 [1279]
                0.00    0.00       3/163012507     camlParse_io__open_resolver_no_name_266 <cycle 1> [1994]
                0.00    0.00       3/163012507     camlPxp_core_parser__parse_doc_xmldecl_then_misc_then_prolog_then_rest_495 [1362]
                0.00    0.00       4/163012507     camlParse_io__init_resolver_236 [1953]
                0.00    0.00       4/163012507     camlParse_io__change_encoding_242 [2121]
                0.00    0.00       4/163012507     camlPxp_entity__method_open_entity_1309 [2018]
                0.00    0.00       4/163012507     camlPxp_types__open_source_370 [2104]
                0.00    0.00       6/163012507     camlPxp_reader__method_close_in_1183 [2052]
                0.00    0.00       7/163012507     camlPxp_lex_aux__collect_278 [2061]
                0.00    0.00      10/163012507     camlCamlinternalOO__iter_f_361 [1952]
                0.00    0.00      15/163012507     camlPxp_entity__fun_1728 [1729]
                0.00    0.00      17/163012507     camlPxp_entity__make_variables_352 [1537]
                0.00    0.00      36/163012507     camlPxp_entity__scan_and_expand_909 [1810]
                0.00    0.00      65/163012507     camlPxp_aux__expand_attvalue_with_rec_check_275 [1591]
                0.00    0.00      65/163012507     camlPxp_aux__expand_attvalue_290 [1792]
                0.00    0.00     884/163012507     camlStreaming_constructors__untyped_value_of_xml_stream_aux_200 <cycle 1> [575]
                0.00    0.00     884/163012507     camlCode_fn__get_atomic_content_3890 <cycle 1> [354]
                0.00    0.00    2622/163012507     camlPxp_core_parser__method_parse_1612 [979]
                0.00    0.00    2717/163012507     camlGalax_dm__compute_attribute_value_347 <cycle 1> [1236]
                0.00    0.00   10608/163012507     camlPhysical_export__typed_sax_attribute_of_attribute_node_166 [1343]
                0.00    0.00   20785/163012507     camlList__map_86 <cycle 1> [20]
                0.00    0.00   20794/163012507     camlDm__fun_2089 [1240]
                0.00    0.00   41588/163012507     camlCode_util__get_computed_node_name_645 <cycle 1> [771]
                0.00    0.00   42471/163012507     camlDm_step__item_matches_element_test_562 [492]
                0.00    0.00   42471/163012507     camlDm_step__item_matches_kind_test_594 [438]
                0.00    0.00   58168/163012507     camlDm__fun_2079 [991]
                0.00    0.00   63257/163012507     camlCode_fn___fn_string_521 <cycle 1> [493]
                0.00    0.00   64049/163012507     camlPhysical_export_context__push_node_to_export_context_154 [795]
                0.00    0.00   85828/163012507     camlCode_util_xpath__eval_axis_node_test_560 [218]
                0.00    0.00  104551/163012507     camlDm__fun_1754 [913]
                0.00    0.00  224577/163012507     camlList__iter_98 <cycle 1> [190]
                0.02    0.00 1039744/163012507     camlPhysical_export__next_datamodel_event_174 <cycle 1> [237]
                0.03    0.00 1330816/163012507     camlCode_fn__get_atomic_content_534 <cycle 1> [224]
                0.03    0.00 1373240/163012507     camlDm__fun_1764 [420]
                0.06    0.00 2703220/163012507     camlPhysical_util__get_string_168 <cycle 1> [203]
                0.06    0.00 2724889/163012507     camlDm__fun_2091 [283]
                0.06    0.00 2724898/163012507     camlPhysical_util__get_boolean_214 <cycle 1> [260]
                0.06    0.00 2746519/163012507     camlDm__fun_1762 [279]
                0.06    0.00 2767274/163012507     camlCursor__map_fun_247 <cycle 1> [28]
                0.08    0.00 3732475/163012507     camlDm__fun_2077 [239]
                0.08    0.00 4013242/163012507     camlCode_fn___fs_untyped_to_any_3920 <cycle 1> [121]
                0.08    0.00 4079432/163012507     camlCode_treejoin__eval_axis_single_item_574 <cycle 1> [98]
                0.09    0.00 4584248/163012507     camlDm_util__node_follows_208 [149]
                0.20    0.00 9547032/163012507     camlCursor_descendant__code_begin <cycle 1> [80]
                0.25    0.00 12157414/163012507     camlDm_step__eval_node_test_gen_605 [101]
                0.27    0.00 12984260/163012507     camlDm_util__node_equal_202 [99]
                0.95    0.00 45954740/163012507     camlCode_util__promote_item_to_613 [46]
                0.98    0.00 47762550/163012507     camlDm_util__node_compare_211 [35]
[25]     3.3    3.36    0.00 163012507         caml_send1 [25]
-----------------------------------------------
                0.00    0.00       1/232817536     caml_output_value_to_string [1993]
                0.00    0.00       2/232817536     alloc_inet6_addr [2236]
                0.00    0.00       2/232817536     alloc_inet_addr [2237]
                0.00    0.00     110/232817536     caml_md5_string [1772]
                0.52    0.19 49578166/232817536     caml_copy_string [34]
                1.93    0.71 183239255/232817536     caml_create_string [27]
[26]     3.3    2.45    0.90 232817536         caml_alloc_string [26]
                0.00    0.90   21885/305122      caml_minor_collection [4]
                0.00    0.00      35/43189       caml_check_urgent_gc [85]
                0.00    0.00      35/45063439     caml_alloc_shr [56]
-----------------------------------------------
                0.00    0.00       1/183239255     camlStr__complement_89 [2248]
                0.00    0.00       1/183239255     camlStr__quote_428 [2249]
                0.00    0.00       1/183239255     camlStr__entry [624]
